                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    119,                 0.6833,                0.95701,                 1.0262,                0.87032,                0.86638,                0.90777,                0.85656,                0.34347,                0.53903,                0.91589,               0.006106,               0.006106,               0.006106
                    120,                0.68078,                0.95037,                 1.0235,                0.86629,                0.87127,                0.90805,                0.85688,                0.34341,                0.53978,                0.91577,               0.006073,               0.006073,               0.006073
                    121,                0.67702,                 0.9354,                 1.0249,                0.86983,                0.86813,                0.90855,                0.85699,                 0.3431,                0.53945,                0.91546,                0.00604,                0.00604,                0.00604
                    122,                0.67502,                0.93849,                 1.0233,                0.86733,                0.87107,                0.90867,                0.85754,                0.34305,                0.53961,                0.91541,               0.006007,               0.006007,               0.006007
                    123,                0.67039,                0.93165,                 1.0211,                  0.868,                0.87167,                0.90873,                0.85817,                0.34272,                0.53946,                0.91518,               0.005974,               0.005974,               0.005974
                    124,                0.67292,                0.92797,                 1.0236,                0.86765,                0.87275,                0.90888,                0.85756,                0.34273,                0.53928,                0.91505,               0.005941,               0.005941,               0.005941
                    125,                0.67169,                0.91722,                 1.0221,                0.86784,                0.87237,                0.90903,                0.85782,                0.34246,                0.53825,                0.91497,               0.005908,               0.005908,               0.005908
                    126,                0.67335,                0.91624,                 1.0216,                0.86712,                0.87202,                 0.9093,                0.85715,                0.34167,                0.53709,                0.91438,               0.005875,               0.005875,               0.005875
                    127,                0.67172,                0.92797,                 1.0239,                0.86763,                0.87192,                0.90922,                0.85694,                0.34173,                0.53671,                0.91458,               0.005842,               0.005842,               0.005842
                    128,                0.67318,                0.92787,                 1.0246,                0.86942,                0.87205,                 0.9093,                0.85707,                0.34168,                0.53622,                0.91467,               0.005809,               0.005809,               0.005809
                    129,                0.66569,                0.90935,                  1.019,                0.87351,                0.86741,                 0.9091,                 0.8578,                0.34167,                 0.5357,                0.91469,               0.005776,               0.005776,               0.005776
                    130,                0.67016,                0.91706,                 1.0228,                0.87229,                0.86842,                0.90955,                0.85827,                0.34155,                0.53529,                0.91472,               0.005743,               0.005743,               0.005743
                    131,                0.66122,                0.90338,                 1.0145,                0.87407,                0.86741,                0.90993,                0.85829,                0.34177,                0.53474,                0.91493,                0.00571,                0.00571,                0.00571
                    132,                0.66365,                 0.9025,                 1.0193,                  0.875,                0.86696,                0.91003,                0.85869,                0.34202,                0.53529,                0.91527,               0.005677,               0.005677,               0.005677
                    133,                0.65947,                0.90484,                 1.0148,                0.87592,                0.86597,                0.90979,                0.85816,                0.34206,                0.53564,                0.91538,               0.005644,               0.005644,               0.005644
                    134,                0.66342,                0.89528,                   1.02,                0.87182,                0.86818,                0.90966,                0.85786,                0.34233,                0.53576,                0.91579,               0.005611,               0.005611,               0.005611
                    135,                0.66144,                0.88565,                 1.0177,                 0.8765,                0.86447,                0.90955,                0.85774,                0.34246,                0.53519,                0.91578,               0.005578,               0.005578,               0.005578
                    136,                0.65735,                0.89074,                 1.0142,                0.87732,                0.86472,                0.91007,                0.85802,                0.34252,                0.53475,                0.91571,               0.005545,               0.005545,               0.005545
                    137,                0.65341,                0.87923,                 1.0158,                0.87801,                0.86458,                0.90996,                0.85785,                0.34256,                0.53442,                0.91572,               0.005512,               0.005512,               0.005512
                    138,                0.64674,                0.86972,                 1.0112,                0.87869,                0.86357,                0.91004,                0.85751,                0.34285,                0.53475,                0.91619,               0.005479,               0.005479,               0.005479
                    139,                0.65329,                0.87972,                 1.0132,                 0.8806,                0.86114,                0.90997,                0.85694,                0.34288,                0.53453,                0.91645,               0.005446,               0.005446,               0.005446
                    140,                0.66118,                0.88308,                 1.0166,                 0.8801,                0.85916,                0.91012,                0.85718,                0.34299,                0.53452,                0.91655,               0.005413,               0.005413,               0.005413
                    141,                 0.6541,                0.87865,                 1.0127,                  0.882,                 0.8587,                 0.9099,                0.85752,                0.34296,                0.53362,                0.91655,                0.00538,                0.00538,                0.00538
                    142,                0.64819,                0.86329,                 1.0101,                0.88255,                0.85812,                0.90982,                0.85781,                0.34289,                0.53329,                0.91654,               0.005347,               0.005347,               0.005347
